XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.911448;-0.0114034;0.0338891;0.409858;-0.843138;0.489713;0.125396;3.885
0.911448;-0.0114034;0.0338891;0.409858;-0.843138;0.489713;0.125396;3.89
0.911448;-0.0114034;0.0338891;0.409858;-0.843138;0.489713;0.125396;3.895
0.911448;-0.0114034;0.0338891;0.409858;-0.843138;0.489713;0.125396;3.9
0.911772;0.0012034;0.0609275;0.40615;-0.822157;0.462499;0.123273;3.905
0.911772;0.0012034;0.0609275;0.40615;-0.822157;0.462499;0.123273;3.91
0.911772;0.0012034;0.0609275;0.40615;-0.822157;0.462499;0.123273;3.915
0.911931;0.0125772;0.0865603;0.400913;-0.802469;0.436923;0.122063;3.92
0.911931;0.0125772;0.0865603;0.400913;-0.802469;0.436923;0.122063;3.925
0.911931;0.0125772;0.0865603;0.400913;-0.802469;0.436923;0.122063;3.93
0.912377;0.0229135;0.111616;0.393172;-0.784173;0.412771;0.122024;3.935
0.912377;0.0229135;0.111616;0.393172;-0.784173;0.412771;0.122024;3.94
0.912377;0.0229135;0.111616;0.393172;-0.784173;0.412771;0.122024;3.945
0.912377;0.0229135;0.111616;0.393172;-0.784173;0.412771;0.122024;3.95
0.912821;0.0320011;0.13524;0.383985;-0.76717;0.390258;0.122898;3.955
0.912821;0.0320011;0.13524;0.383985;-0.76717;0.390258;0.122898;3.96
0.912821;0.0320011;0.13524;0.383985;-0.76717;0.390258;0.122898;3.965
0.912844;0.0383835;0.154847;0.375852;-0.751765;0.370719;0.123536;3.97
0.912844;0.0383835;0.154847;0.375852;-0.751765;0.370719;0.123536;3.975
0.912844;0.0383835;0.154847;0.375852;-0.751765;0.370719;0.123536;3.98
0.912844;0.0383835;0.154847;0.375852;-0.751765;0.370719;0.123536;3.985
0.912547;0.0412393;0.171203;0.369116;-0.737966;0.35461;0.123823;3.99
0.912547;0.0412393;0.171203;0.369116;-0.737966;0.35461;0.123823;3.995
0.912547;0.0412393;0.171203;0.369116;-0.737966;0.35461;0.123823;4
0.912324;0.0414054;0.183609;0.363646;-0.725765;0.341476;0.123875;4.005
0.912324;0.0414054;0.183609;0.363646;-0.725765;0.341476;0.123875;4.01
0.912324;0.0414054;0.183609;0.363646;-0.725765;0.341476;0.123875;4.015
0.912534;0.0399342;0.18735;0.361369;-0.715429;0.33128;0.122886;4.02
0.912534;0.0399342;0.18735;0.361369;-0.715429;0.33128;0.122886;4.025
0.912534;0.0399342;0.18735;0.361369;-0.715429;0.33128;0.122886;4.03
0.913094;0.0379082;0.178769;0.364505;-0.707341;0.325054;0.120158;4.035
0.913094;0.0379082;0.178769;0.364505;-0.707341;0.325054;0.120158;4.04
0.913094;0.0379082;0.178769;0.364505;-0.707341;0.325054;0.120158;4.045
0.913094;0.0379082;0.178769;0.364505;-0.707341;0.325054;0.120158;4.05
0.913934;0.0342392;0.161494;0.370771;-0.701119;0.321767;0.116389;4.055
0.913934;0.0342392;0.161494;0.370771;-0.701119;0.321767;0.116389;4.06
0.913934;0.0342392;0.161494;0.370771;-0.701119;0.321767;0.116389;4.065
0.915566;0.0267337;0.141774;0.375399;-0.695886;0.318285;0.112876;4.07
0.915566;0.0267337;0.141774;0.375399;-0.695886;0.318285;0.112876;4.075
0.915566;0.0267337;0.141774;0.375399;-0.695886;0.318285;0.112876;4.08
0.918757;0.011633;0.119745;0.376046;-0.691575;0.313134;0.109889;4.085
0.918757;0.011633;0.119745;0.376046;-0.691575;0.313134;0.109889;4.09
0.918757;0.011633;0.119745;0.376046;-0.691575;0.313134;0.109889;4.095
0.918757;0.011633;0.119745;0.376046;-0.691575;0.313134;0.109889;4.1
0.922167;-0.00730326;0.0952115;0.374818;-0.688253;0.307789;0.107157;4.105
0.922167;-0.00730326;0.0952115;0.374818;-0.688253;0.307789;0.107157;4.11
0.922167;-0.00730326;0.0952115;0.374818;-0.688253;0.307789;0.107157;4.115
0.924207;-0.0209632;0.0740822;0.374051;-0.685244;0.303537;0.105166;4.12
0.924207;-0.0209632;0.0740822;0.374051;-0.685244;0.303537;0.105166;4.125
0.924207;-0.0209632;0.0740822;0.374051;-0.685244;0.303537;0.105166;4.13
0.924207;-0.0209632;0.0740822;0.374051;-0.685244;0.303537;0.105166;4.135
0.924744;-0.0247594;0.0588022;0.375205;-0.68227;0.300998;0.104293;4.14
0.924744;-0.0247594;0.0588022;0.375205;-0.68227;0.300998;0.104293;4.145
0.924744;-0.0247594;0.0588022;0.375205;-0.68227;0.300998;0.104293;4.15
0.924674;-0.0232831;0.0470109;0.377129;-0.679609;0.299551;0.10416;4.155
0.924674;-0.0232831;0.0470109;0.377129;-0.679609;0.299551;0.10416;4.16
0.924674;-0.0232831;0.0470109;0.377129;-0.679609;0.299551;0.10416;4.165
0.924596;-0.0212028;0.0374729;0.378508;-0.677417;0.298622;0.104119;4.17
0.924596;-0.0212028;0.0374729;0.378508;-0.677417;0.298622;0.104119;4.175
0.924596;-0.0212028;0.0374729;0.378508;-0.677417;0.298622;0.104119;4.18
0.92481;-0.0196334;0.0299241;0.378742;-0.675766;0.298192;0.104003;4.185
0.92481;-0.0196334;0.0299241;0.378742;-0.675766;0.298192;0.104003;4.19
